nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm2588740	E.F. Watling	1899	1990	writer,miscellaneous	tt0050792,tt0165593,tt6670038
nm2590173	Michael Glenny	NA	NA	writer	tt0165593,tt0914702
nm2594168	Andreas Weber	NA	NA	writer	tt0242211
nm2594201	Roger Last	NA	NA	producer,director,miscellaneous	tt0313123,tt0200358,tt0996570
nm2605024	Lars Böhme	NA	NA	writer	tt0806910,tt0847709
nm2606865	E.Y. Bannard	1919	1990	writer	tt0173591,tt0159861,tt0441950,tt0161126
nm2613845	Christian Heider	NA	NA	writer	tt0115088,tt3227064,tt1540108,tt0806910
nm2615706	John Fox	NA	NA	director,miscellaneous	tt0075471,tt1537895,tt0072562,tt0088523
nm2616578	Kurt van Elting	NA	NA	writer	tt0065327
nm2621035	Henry Keukel	NA	NA	writer	tt0320048
nm2626539	Verena Kurth	NA	NA	writer,producer	tt0806910,tt1153095,tt1011637,tt5700562
nm2641353	Vera Blackwell	NA	NA	writer	tt0047756,tt0165592,tt0212698
nm2644883	Kenneth Jupp	1928	2009	writer	tt0181253,tt0159875,tt0250914,tt0161126
nm2645004	Thomas Christian Eichtinger	1982	NA	producer,miscellaneous,director	tt3341586,tt4024412,tt2175841,tt1848857
nm2648614	Victor Ullman	NA	NA	writer	tt0043228
nm2649550	Charles Anghoff	1902	1979	writer	tt0043228
nm2653065	Amelia Edith Huddleston Barr	NA	NA	writer	tt0043228
nm2654481	Neil Casey	NA	NA	actor,writer,director	tt6874206,tt1289401,tt0072562,tt2578508
nm2658761	Ruth Smeale	NA	NA	director,writer	tt0212698,tt1037082
nm2660366	Faith Compton Mackenzie	NA	NA	writer	tt0043228
nm2663820	Rose Terry Cooke	NA	NA	writer	tt0043228
nm2678917	Peter Corbett	NA	NA	director,cinematographer,assistant_director	tt0255573,tt0072562,tt4416816,tt1452923
nm2679920	Jan Cronauer	1979	NA	writer,director,actor	tt5351044,tt1389578,tt2767884,tt0806910
nm2686082	Hans Hellwig	NA	NA	writer	tt1319188,tt1325646,tt0797756
nm2690426	Georg Stuck	NA	NA	writer	tt0242211
nm2690814	Christine Otto	1961	NA	script_department,writer	tt0118281,tt0178142,tt0806910,tt9767164
nm2692656	Evie Murray	NA	NA	miscellaneous,writer,producer	tt0072562,tt0274793
nm2698215	Daniel Prochaska	1983	NA	editor,director,producer	tt8206456,tt2650978,tt6756306,tt2049424
nm2701392	Julian Slade	1930	2006	composer,writer,music_department	tt0341777,tt1062369,tt0263646,tt1058097
nm2713822	Fred Remington	1919	NA	writer	tt0052442,tt0054513
nm2726642	Bill Adler	1929	2014	writer	tt0233023
nm2731893	Shin Ida	NA	NA	director	tt1077047
nm2731921	Etsuko Niki	NA	NA	writer	tt1077047
nm2733595	Igor Sentjurc	NA	NA	writer	tt0242211,tt0052661
nm2743977	Dorothy Cummins	NA	NA	writer	tt0048864,tt0043228,tt0045395
nm2755970	Andy Fetscher	1980	NA	director,editor,writer	tt0806910,tt1642665,tt2886428,tt2181973
nm2758996	Albert Hirsch	NA	NA	writer	tt0042123,tt0043228
nm2766936	David Bellamy	NA	NA	director	tt0396294,tt1384817,tt1578651
nm2767348	Michelle Saks Smigel	NA	NA	writer,producer,miscellaneous	tt7657600,tt11037208,tt3722188,tt0072562
nm2767659	Irving Werstein	NA	NA	writer	tt0042098,tt0047713,tt0161126
nm2768800	Mike Fisher	NA	NA	sound_department,music_department,writer	tt0823204,tt1821156,tt0353049,tt4114738
nm2769856	Robert Zacks	NA	NA	writer	tt0041024,tt0042123,tt0043228,tt0042141
nm2773189	Arthur Bryant	1899	1985	writer,miscellaneous	tt2627360,tt0023901,tt0045385,tt0989125
nm2775409	Lois Landauer	NA	NA	writer	tt0250896,tt0039123,tt0042123,tt0043228
nm2785487	Peter Baker	NA	NA	writer	tt0159898,tt0914702,tt0159884,tt0336034
nm2786072	Kuniyasu Atsumi	NA	NA	actor	tt5458580,tt1106713,tt0071923,tt3375084
nm2786706	Arnd Mayer	NA	NA	producer,writer	tt1915903,tt4310426,tt0163927,tt11492950
nm2789231	Ulrich Brandt	NA	NA	writer,actor,producer	tt0806910,tt0108979,tt0103487,tt0088517
nm2789945	C.S. Abraham	NA	NA	writer	tt0159898,tt1646046,tt0990935,tt0162077
nm2790357	Fred Carney	NA	NA	director,producer	tt0056740,tt0039123,tt0042123,tt0313093
nm2801657	Lynne Ashcroft	1944	1967	actress	tt1323588,tt0058842,tt0159911,tt0161126
nm2802539	Paul Briganti	NA	NA	director,writer,producer	tt5047458,tt2242053,tt4535616,tt1710915
nm2802553	Michael Murphy	NA	NA	writer	tt0298665,tt1118510
nm2803228	Marjorie Carleton	1897	1964	writer	tt0043228,tt0039288
nm2813885	Bob Portway	NA	NA	producer,director,editor	tt0162807,tt0200358,tt0296400,tt0199184
nm2813983	Jens Maria Merz	NA	NA	writer	tt0806910,tt1555868,tt2052932,tt6812070
nm2815744	Harold Shukman	NA	NA	miscellaneous,writer	tt0057753,tt3395994,tt1145530
nm2825543	Elizabeth Poston	1905	1987	composer	tt1910032,tt0179586,tt0165593,tt1724961
nm2826206	Brigitte Bertele	1974	NA	director,writer,producer	tt1501650,tt1169843,tt1135943,tt2620974
nm2830421	Michael Bracewell	NA	NA	writer,editor	tt0354696,tt0200358,tt1074641,tt1384818
nm2842815	Clare Delargy	NA	NA	director,producer	tt2600512,tt2229405,tt0200358,tt2600528
nm2843346	Mark O'Donnell	NA	NA	writer,actor	tt0086685,tt0072562,tt0194624,tt0166039
nm2843406	Eizo Yamagiwa	1932	NA	director	tt2047772,tt1144411,tt1144410,tt0184152
nm2843841	Lee Oscar Bloomgarden	1913	1987	writer	tt0383086,tt0062569,tt0063927
nm2846415	P.H. Newby	NA	NA	writer	tt2315127,tt0902834,tt0989125
nm2846771	James P. Tanner	NA	NA	writer	tt0989125
nm2850557	Nina C. Wolfrum	NA	NA	assistant_director,director,writer	tt2423498,tt0806910,tt6812106,tt2487938
nm2854926	Marika Sawyer	NA	NA	writer,producer,miscellaneous	tt5543284,tt2753110,tt7908628,tt0072562
nm2861549	Jean McConnell	1921	2015	writer,actress	tt1570377,tt0989125,tt0159867,tt0250856
nm2862138	Lynne Foster	NA	NA	script_department,writer,producer	tt0441950,tt0068114,tt0053494,tt7354498
nm2864367	Don McGrath	NA	NA	animation_department,director,writer	tt0306841,tt0818577,tt0072562,tt0271320
nm2868110	Hannibal Buress	1983	NA	actor,writer,producer	tt2854926,tt2250912,tt2004420,tt2709768
nm2868136	Mark Alt	NA	NA	director,animation_department	tt0072562
nm2893399	Armstrong Sperry	NA	NA	writer	tt0046593
nm2895454	Ben Canfield	NA	NA	writer	tt0044248,tt0047776,tt0043228,tt0044263
nm2899843	Florian Öller	1979	NA	writer	tt9248340,tt0806910,tt2359935,tt8192058
nm2905540	Nicholas Palmer	NA	NA	writer,script_department	tt1598750,tt0163492,tt0810557,tt0840891
nm2908645	Peter John Dyer	NA	NA	writer	tt1245415,tt0161126,tt0441950
nm2914092	Rob Klein	NA	NA	writer,director,producer	tt1217217,tt8962130,tt0072562,tt6461726
nm2917795	Glen Steinmacher	NA	NA	miscellaneous,animation_department,art_department	tt0072562,tt0260653,tt0420939,tt0818577
nm2919334	Christopher Schier	1971	NA	director	tt0806910,tt8431432,tt2776900,tt7645474
nm2919995	Simon Rich	1984	NA	writer,producer,actor	tt9059704,tt7529770,tt2096673,tt0072562
nm2924462	Matthew Craig	NA	NA	producer,writer,actor	tt0072562,tt4558858,tt2609402,tt1981558
nm2926245	Patrick Malloy	NA	NA	writer	tt0046637
nm2930451	Elaine Donnelly Pieper	NA	NA	director,producer,writer	tt1721149,tt3577518,tt0200358,tt4669830
nm2934543	Hedda Rosten	1915	1984	writer	tt0040051,tt0043204
nm2947300	Phil Van De Carr	NA	NA	director	tt0072562
nm2948714	C.F. Bressler	NA	NA	director	tt0072562
nm2953433	Margo Meyer	NA	NA	writer	tt0072562
nm2953521	Ferris Butler	NA	NA	writer	tt0072562
nm2953522	Nate Herman	NA	NA	writer,actor,music_department	tt5975870,tt0347283,tt5066582,tt0072562
nm2954512	Suzy Schneider	NA	NA	writer	tt0072562
nm2957507	Fred Shevin	NA	NA	writer	tt0042151,tt0043228,tt0047758,tt0050032
nm2958691	Ursula Gray	1916	2009	writer,miscellaneous	tt2554650,tt1314953,tt0071075
nm2972543	Erol Yesilkaya	1976	NA	writer,script_department	tt10384106,tt6839788,tt0806910,tt1690956
nm2977601	Jan Eichberg	1984	NA	writer,director,editor	tt8435932,tt1692482,tt2958062,tt1639460
nm2985171	Charles Sebree	NA	NA	writer	tt0989125
nm2992293	John Norton	NA	NA	producer	tt0165592,tt1245432,tt1401135,tt0762803
nm2998221	Adrian Vale	1928	2000	script_department,writer	tt0441950,tt9391682,tt7372464,tt11143308
nm3000023	Geoffrey M. Scanlan	NA	NA	writer	tt0914702
nm3000930	Jessica Morton	NA	NA	writer	tt0914702
nm3001051	Allan Monkhouse	1858	1936	writer	tt0990935,tt0914702
nm3003694	Jon Gerald	NA	NA	writer	tt0063927,tt0075525
nm3004386	Lukas Alexander	NA	NA	writer	tt0806910
nm3006032	María Martínez Sierra	1874	1974	writer	tt0044468,tt0595279,tt4336858,tt9395560
nm3007324	Arthur Pritchard	NA	NA	actor,writer	tt0033729,tt0043228,tt0954381
nm3030953	Basil Warner	NA	NA	writer	tt0366666,tt0212698
nm3031099	Jerome Barry	NA	NA	writer	tt0041037,tt0043228,tt0159875
nm3032484	Elisaveta Fen	1899	NA	writer,miscellaneous	tt0165593,tt0212699,tt1285134,tt0212698
nm3032588	Roger Bradley	NA	NA	actor	tt0914702,tt0212698,tt0159911
nm3039685	Willard H. Temple	NA	NA	writer	tt0047738,tt0043228
nm3042141	Laurence Collinson	NA	NA	writer	tt0212699,tt1245421,tt4058802
nm3043605	Janusz Wasylkowski	1933	2020	writer	tt1303826,tt0172728,tt0067538,tt0212699
nm3043738	Martin Conrath	NA	NA	writer	tt0806910
nm3044198	Clemens Meyer	NA	NA	writer,actor	tt0806910,tt2172139,tt6263618,tt3296980
nm3045042	Danielle Kasen	NA	NA	miscellaneous,producer,director	tt1929245,tt1861372,tt0072562,tt1914251
nm3046142	David V. Lovelace	NA	NA	animation_department,director,production_manager	tt0072562,tt1803863,tt0486074,tt0818577
nm3054750	Bimbi Harris	1918	2013	director,producer	tt1638910,tt0441950,tt1610003,tt1801623
nm3056021	Michael Nightingale	NA	NA	writer	tt0161126
nm3058398	Miles Fleetwood	NA	NA	writer	tt0161126,tt0441950,tt1245415
nm3058828	John D. Stewart	NA	NA	writer	tt0161126
nm3060947	Ingeborg Bellmann	NA	NA	writer	tt0806910
nm3078309	Joseph Green	NA	NA	writer	tt0298665
nm3078899	Don Cornelius	NA	NA	writer	tt0298665
nm3085990	William Brandon	NA	NA	writer	tt0039123,tt0043228,tt0047756,tt0044263
nm3088427	Patrick Brunken	NA	NA	writer,miscellaneous	tt3720672,tt1268928,tt3659932,tt0806910
nm3090098	Michael Elster	NA	NA	director,writer	tt6729434,tt1270260,tt0497975
nm3091510	David Bernstein	NA	NA	writer	tt0441950,tt0969924,tt0250914
nm3092726	Birgit Maiwald	1979	NA	writer,script_department	tt5040510,tt0090440,tt9222740,tt6464512
nm3096828	Claudia Falk	NA	NA	writer	tt2356590,tt0806910
nm3097198	D.J. Campbell	NA	NA	writer	tt4280482
nm3101124	Mary Lumsden	NA	NA	writer	tt1273247,tt0447779
nm3110634	Daniel Hollywood	NA	NA	writer,miscellaneous	tt0040051,tt0059502,tt0051297
nm3116660	Ronald Hingley	1920	2010	writer	tt0165593
nm3124906	Guy Compton	NA	NA	writer	tt0161126
nm3129876	Jeanne A. Taylor	NA	NA	writer	tt0063948,tt2717490,tt0063927
nm3131127	Forbes Bramble	NA	NA	writer	tt1291511,tt1770488,tt0441950,tt7033782
nm3131917	Kenneth Corden	NA	NA	producer,director,writer	tt1982423,tt0200358,tt0262993,tt1200249
nm3136816	John Westgate	1922	2001	writer	tt0212699,tt0297621,tt0969924,tt1289302
nm3138758	David Wright	NA	NA	writer	tt0298665,tt8344358
nm3143923	Iris Dornfeld	NA	NA	writer	tt0054513
nm3147076	Christiane Hütter	NA	NA	writer	tt0806910,tt1298561
nm3148058	Peter Phillips	NA	NA		tt0259792
nm3149590	Axel Ranisch	1983	NA	director,actor,writer	tt2023454,tt3131210,tt1400393,tt3009622
nm3150255	Gwendolyn Gazely	NA	NA	writer	tt0161126
nm3162148	Albert E. Lewin	1916	1996	writer,script_department	tt0043370,tt0053481,tt0047708,tt0045702
nm3165087	Jessica Conrad	NA	NA	writer,producer,actress	tt4975856,tt3597790,tt0072562,tt5722214
nm3169548	Theodora Fitzgibbon	1916	1991	writer,editorial_department	tt0398430,tt1311086,tt0398575,tt1507820
nm3192053	Karl-Dietmar Möller-Naß	NA	NA	writer	tt0793361,tt1562848,tt1143136,tt1793915
nm3193092	Theodor Plievier	1892	1955	writer	tt1314953,tt0129396
nm3203898	Enid Hollins	NA	NA	writer	tt0341798,tt0161126
nm3204654	Godfrey Smith	NA	NA	writer	tt0216460,tt1311040,tt1384817,tt0918535
nm3205106	Brendan Barry	1918	2011	actor	tt0056751,tt0421971,tt0165593,tt0078601
nm3218943	Jim De Foe	NA	NA	writer	tt0046593,tt0044259
nm3224893	Harold H. Harnum	NA	NA	writer	tt0063927
nm3230045	David Adam	NA	NA	writer	tt0914702
nm3238776	Paul Branson	NA	NA	actor	tt0040051
nm3255459	Jillian Bell	1984	NA	actress,writer,producer	tt4799050,tt2294449,tt1791528,tt1711525
nm3257911	Peter Braun	1960	2016	writer	tt0806910
nm3260152	Terence Kilmartin	NA	NA	writer	tt0178154
nm3273136	Astrid Paprotta	NA	NA	writer	tt0808873,tt0806910,tt0423730
nm3280869	Eddie Wolfram	1940	NA	production_designer	tt0058843,tt0161173,tt0161126,tt0159873
nm3287778	Dan Mirk	NA	NA	writer,director,actor	tt4975856,tt7529770,tt4189492,tt1356653
nm3289293	Streeter Seidell	NA	NA	writer,actor,director	tt2234701,tt0072562,tt1217217,tt5543284
nm3292001	Nesta Pain	NA	NA	writer,producer	tt5587704,tt1699044,tt5712322,tt1601979
nm3294232	Ronald Mavor	NA	NA	writer	tt1695587,tt0249324,tt0297621,tt0914702
nm3299248	Katrin Gebbe	1983	NA	director,writer	tt1364296,tt2822400,tt6688354,tt8074340
nm3303337	Barbara Barkham	NA	NA	miscellaneous,writer	tt0200358,tt12703310
nm3304457	Nick Kocher	NA	NA	writer,actor,producer	tt1492966,tt2113408,tt0072562,tt10042548
nm3314549	Benjamin Hessler	1978	NA	writer,miscellaneous	tt0806910,tt1583356,tt5754602,tt2299206
nm3327353	Leslie Duncan	NA	NA	writer	tt0045449,tt0161126,tt0341798
nm3336107	Isabel Prahl	1978	NA	director,writer,producer	tt5667296,tt2331480,tt2331852,tt0806910
nm3344719	J.N. Harris	1915	1964	writer	tt0250896,tt0341798
nm3347951	Kay Hill	1917	2011	writer	tt0341798,tt0250896
nm3351545	Jacqueline Rosenfeld	1925	2018	writer	tt0250896,tt0157243,tt0341798,tt0341777
nm3356715	Michael Comtesse	NA	NA	writer,director	tt5212256,tt1422899,tt0806910,tt1389522
nm3362796	The Lonely Island	NA	NA	composer,soundtrack,actor	tt4656392,tt0072562,tt3960412,tt1490017
nm3370700	Helen Cooper	NA	NA	writer	tt0050073,tt0043228,tt0051319,tt0047768
nm3371665	Kenneth Kay	NA	NA	writer	tt0046648,tt0043228,tt0045449
nm3376719	Richard Brickner	1933	2006	writer	tt0054513
nm3387086	Gwyneth Ferguson Matthews	NA	NA	writer	tt0063927
nm3403014	Bela Fabian	1889	1966	writer	tt0040051
nm3404335	Daniel Silver	NA	NA	actor	tt0063928
nm3417096	Scott Morgan	NA	NA	writer	tt0056743,tt0055685
nm3422018	Royall Tyler	NA	NA	writer	tt0044284
nm3422710	Allan Grant	NA	NA	director,writer,camera_department	tt1415092
nm3422900	Frank Gagliano	NA	NA	writer	tt0375390,tt1415092
nm3426958	Roy Baldwin	NA	NA	writer	tt0063928,tt0056743
nm3428341	Stanford Holme	1904	1985	actor	tt0989125,tt4141616
nm3432180	Arnold Hinchcliffe	NA	NA	writer	tt0297621
nm3435856	Jacob Windward	NA	NA	writer	tt0320048
nm3440005	Jan Valtin	1905	1951	writer	tt0040051
nm3450130	Joachim Jessen	NA	NA	writer	tt0806910
nm3455515	J.C. Squire	NA	NA	writer	tt0040051,tt0039123,tt0989125,tt4416014
nm3461468	Dave Sirus	NA	NA	writer,animation_department,actor	tt0072562,tt9686708,tt5361394,tt3587896
nm3462783	Elizabeth Fox	NA	NA	writer	tt0341798,tt0250914
nm3466425	Peter Wood	1925	2016	director,producer,miscellaneous	tt0297621,tt0063130,tt0441950,tt0068101
nm3468272	Ian Chevron	NA	NA	writer	tt0063927,tt0065357
nm3490903	Betty Deveraux	NA	NA	writer	tt0063875
nm3494272	Jean Meegan	NA	NA	writer	tt0052511
nm3494602	Oliver Kienle	1982	NA	writer,producer,director	tt9806322,tt1454609,tt6047482,tt6258718
nm3507422	Bruno Kaspar	NA	NA	director,writer	tt0806910,tt1487616
nm3508620	Sam Serlin	NA	NA	writer	tt0046593
nm3516498	Frederick Oughton	NA	NA	writer	tt0224679
nm3524841	Charles Oliver	NA	NA	writer	tt1245421
nm3537795	Brian McElhaney	NA	NA	actor,writer,producer	tt2113408,tt1872181,tt1334512,tt0072562
nm3542427	John Whelan	NA	NA	writer	tt0341798
nm3542783	Frederick Bradnum	NA	NA	writer	tt0990935,tt1473793
nm3545319	Thomas Hind	NA	NA	writer	tt0297621
nm3548871	Chris Ohnemus	NA	NA	writer	tt0806910
nm3554474	Lena Knauss	1984	NA	director,writer,cinematographer	tt2456504,tt4188022,tt8896878,tt0806910
nm3556677	Michael Leighton	NA	NA	writer	tt0057750,tt0341798
nm3565755	Jerry Ansel	NA	NA	director,miscellaneous	tt0056592,tt0072562
nm3567801	BBC Symphony Orchestra	NA	NA	music_department,soundtrack	tt0375910,tt9209858,tt2873282,tt11470964
nm3577290	Richard Craven	NA	NA	writer	tt1415092
nm3577429	Arthur Alpert	NA	NA	actor,writer	tt1415092
nm3594683	The Saturday Night Live Band	NA	NA	music_department	tt0072562,tt4355574,tt0500149
nm3601693	George Ryga	1932	1987	writer	tt1487257,tt0348926,tt5656264
nm3633273	Richard Thieberger	NA	NA	writer	tt1520348,tt0989125
nm3643037	André Josset	1897	1976	writer	tt7349246,tt1524556,tt0914702,tt7353060
nm3652881	Christine Nangle	NA	NA	writer,producer,actress	tt1985949,tt6807442,tt0072562,tt2578508
nm3653190	Michael Patrick O'Brien	NA	NA	writer,actor,producer	tt1489887,tt1217217,tt0072562,tt6461726
nm3656200	Nancy Harris	NA	NA	writer	tt0046593,tt0085065
nm3656554	Anthony Rouse	NA	NA	producer,writer	tt0262953,tt1578678,tt6205514,tt6408024
nm3657919	Joe Guppy	NA	NA	writer,actor	tt0046593,tt0085065,tt0098867,tt0103452
nm3661689	Robert Buchschwenter	NA	NA	producer,writer,script_department	tt7665340,tt2946942,tt7500618,tt4734102
nm3672219	John Kirkmorris	NA	NA	writer	tt1245421,tt0298665
nm3673580	Paul Guliner	NA	NA	director,writer,producer	tt0072562,tt1537375
nm3677049	Chris Belair	NA	NA	writer,miscellaneous	tt0106053,tt3444938,tt0072562,tt5543284
nm3677426	Max Gruber	NA	NA	writer,actor,director	tt10196606,tt0461004,tt0806910,tt1291482
nm3688724	Paul Masella	NA	NA	writer,miscellaneous	tt5543284,tt3444938,tt0072562,tt0106053
nm3716150	Morris Freedman	1920	2015	writer	tt0042094,tt0044276,tt0047762,tt0045414
nm3716656	George Carousso	NA	NA	writer	tt0043228,tt0045430
nm3734660	Michael Case	NA	NA	director	tt0046637
nm3744471	Everil Worrell	1893	1969	writer	tt0065327
nm3745145	Stella Martin Currey	NA	NA	writer	tt0989125,tt1570377
nm3775579	Masatoshi Yotoka	NA	NA	writer	tt10306302
nm3776136	Akira Hieno	NA	NA	actor	tt2550456,tt0361292,tt0058851,tt2930432
nm3777881	James Nelson	NA	NA	director	tt0041024,tt0051312,tt0488260
nm3790307	Tadao Okada	NA	NA	cinematographer	tt10275908
nm3790332	Mina Sakaguchi	NA	NA		tt10275908
nm3790917	Chiaki Nagano	NA	NA	director	tt10275908
nm3791236	Yoshio Nakabayashi	NA	NA	director	tt10275908
nm3796230	Yasuko Ichioka	NA	NA	director	tt10275908
nm3805156	Robert Pollock	1917	2016	writer,producer,miscellaneous	tt0088496,tt0044266,tt0081856,tt0047756
nm3816287	Club Foot Orchestra	NA	NA	composer,music_department	tt0179618,tt0015648,tt0015324,tt0129196
nm3826872	Della Parker	NA	NA	actress	tt0212699
nm3836351	Jack Notman	1927	2009	production_designer,art_department	tt0989125,tt0396378,tt0078389,tt0159884
nm3838079	Victor Rudolf	NA	NA	director	tt6419236,tt1245421,tt0159870,tt13305280
nm3839313	Bryan Stonehouse	NA	NA	director	tt1384817,tt1618463
nm3846408	Michael Che	NA	NA	writer,actor,camera_department	tt2784678,tt0072562,tt7552934,tt0499556
nm3860246	Patrick Simpson	NA	NA	writer	tt0914702
nm3861816	Henry Reed	1914	1986	writer,producer	tt1831577,tt0914702,tt0200358,tt1623139
nm3874762	Guntram Prufer	NA	NA	writer	tt9005918,tt0914702,tt9037450
nm3879643	A.C. Thomas	NA	NA	writer	tt0990935,tt0989125,tt1570377,tt1262032
nm3883301	Will Thompson	NA	NA	writer	tt0043228
nm3892001	Elizabeth Jenkins	1905	2010	writer	tt0902834,tt3289122,tt12104562,tt0914702
nm3894297	Christian Mackrodt	NA	NA	location_management,production_manager,writer	tt2987732,tt1642665,tt6663582,tt0806910
nm3904156	Karsten Woydelek	NA	NA	miscellaneous,writer	tt0806910,tt6905756,tt5500148,tt7635132
nm3907016	Sam Thompson	NA	NA	writer	tt0914702
nm3907140	Mary Plumbly	NA	NA	writer	tt0441950
nm3909707	Simone Schneider	NA	NA	writer	tt0498883,tt0806910
nm3915994	Dan Licata	NA	NA	writer,actor,producer	tt2330492,tt0072562,tt8199790,tt2751310
nm3916038	Elizabeth Bacon Rodewald	NA	NA	writer	tt0047768
nm3925858	Jed Purcell	NA	NA	writer	tt0441950,tt0914702
nm3927132	Donald Wetzel	NA	NA	writer	tt0914702,tt0446859
nm3929498	Miles Barnes Jr.	NA	NA	writer	tt0043228,tt2380776
nm3936056	Doron Max Hagay	NA	NA	director,writer,miscellaneous	tt5824456,tt2481130,tt2059178,tt1723786
nm3947324	Daniel Bickermann	NA	NA	writer	tt0806910,tt2818984,tt6038082,tt11884302
nm3948156	Isabel Braak	1988	NA	director,assistant_director,writer	tt3561104,tt8883700,tt3035836,tt6359902
nm3948688	Therese Denny	1923	1975	director,producer,miscellaneous	tt1736149,tt1961083,tt4972562,tt1673445
nm3954365	James Hensel	NA	NA	writer	tt0043228
nm3954428	Mari Takizawa	NA	NA	writer	tt1077047,tt1895894,tt0156214
nm3955377	Tarô Kinoshita	NA	NA	writer	tt1077047
nm3963506	Ada F. Kay	NA	NA	writer	tt0990732,tt0989125,tt4630050,tt0145611
nm3965483	Pete Schultz	NA	NA	writer,director,editor	tt0072562,tt1217217,tt2534254,tt2534148
nm3967884	Anthony Short	NA	NA	writer,director	tt1863381,tt4112814,tt2629506,tt9275530
nm3982493	Cecil Wilson	NA	NA	writer	tt1770488,tt0441950
nm3987343	Axel Petermann	1952	NA	writer	tt3115350,tt5263848,tt11588800,tt0806910
nm3994525	A.P. Willson	NA	NA	writer	tt0043228
nm3995500	Porter Putnam	NA	NA	writer	tt0054513
nm3995879	K.H. Lindsay	NA	NA	writer	tt0054513
nm3998298	Francis Moriarty	NA	NA	director	tt0040051,tt0271280
nm4011816	Emanuel Peluso	NA	NA	writer	tt1415092,tt1695587
nm4014701	Constantine Fitzgibbon	1919	1983	writer	tt0914702,tt0286345,tt0441950
nm4027382	David Ballantyne	NA	NA	writer	tt0840891,tt0969924,tt7510754,tt6874718
nm4054196	Sister Maria Del Rey	NA	NA	writer	tt0047745
nm4062739	Samuel Butler	NA	NA	writer	tt0914702,tt0373476
nm4071593	Iain Crawford	1922	2011	writer	tt0914702
nm4091321	Catalina Molina	1984	NA	director,writer,actress	tt2203026,tt3638836,tt1729663,tt10290218
nm4098468	Rosemary Timperley	1920	1988	writer	tt0914702,tt5309766,tt0441950,tt0398430
nm4111242	John Read	1923	2011	producer,director,writer	tt1737258,tt1737105,tt1736982,tt1736708
nm4120897	Leonard T. Holton	NA	NA	writer,producer	tt0043228,tt1742344
nm4123987	Daniela Baumgärtl	1984	NA	writer,script_department	tt3219356,tt0806910,tt1826610,tt3716308
nm4128842	Malcolm Brown	NA	NA	producer,director	tt1711895,tt5797058,tt4952096,tt3798270
nm4130154	Roy Fuller	1912	1991	writer	tt0403808,tt0396378,tt0969924,tt1736232
nm4132999	Margaret Bonham	1913	1992	writer	tt1748060,tt0341798,tt5343666
nm4169222	Donald Windham	1920	2010	writer	tt0092322,tt0989125,tt0047756
nm4171812	Miriam John	1915	NA	writer	tt0441950
nm4177682	Herbert Eisner	NA	NA	writer	tt0441950
nm4186682	Mark Priaux	NA	NA	writer	tt0297621
nm4187969	Thomas Strangmorn	NA	NA	writer	tt0297621
nm4192975	Dan Clabrese	NA	NA	writer	tt0040051
nm4197094	John Hearne	NA	NA	writer	tt5307872,tt0914702
nm4197140	Paul Geddes	NA	NA	writer	tt0298665
nm4200503	Tim Robinson	NA	NA	writer,actor,producer	tt0072562,tt6343706,tt10050772,tt4779762
nm4206434	Michael Marshall	NA	NA	writer	tt1245421,tt4489990
nm4219582	George Gorrie	NA	NA	writer	tt0297621
nm4235328	Peter Trabner	1969	NA	actor,writer	tt2023454,tt0806910,tt3009622,tt4819880
nm4251617	Doris Gilver	NA	NA	writer	tt0037059
nm4261490	Samuel R. Schultschik	NA	NA	writer,miscellaneous	tt1815728,tt2622566,tt1654750,tt11696298
nm4297029	Drew Griffiths	NA	NA	writer	tt0298665,tt0259797,tt0165578
nm4349470	Robert Irvine	1929	NA	actor,writer,director	tt0914702,tt1852792,tt0807858,tt1351968
nm4357944	Anne Zohra Berrached	1982	NA	director,writer,assistant_director	tt9178020,tt5369484,tt2736604,tt2622156
nm4365185	Michael MacIntyre	NA	NA	producer,director,writer	tt0902834,tt1691405,tt2315127,tt0200358
nm4374776	Monica Padrick	NA	NA	writer,producer,miscellaneous	tt4798814,tt6466972,tt8129006,tt1439629
nm4434455	Kristen Bartlett	NA	NA	writer,actress,producer	tt0072562,tt5323988
nm4465001	Frances Beeding	NA	NA		tt0038109
nm4466853	Rachel Wenitsky	NA	NA	actress,writer,composer	tt10640100,tt0072562,tt6053776,tt10228462
nm4479696	Tim Kalpakis	NA	NA	writer,actor,producer	tt2176287,tt1535002,tt4969466,tt2764636
nm4483652	Josh Patten	NA	NA	writer,actor,producer	tt1217217,tt3098812,tt0072562,tt3461424
nm4514992	Eric Burgess	NA	NA	writer	tt0990935
nm4536741	Tim May	NA	NA	director	tt0200358
nm4586457	Shelly Gossman	NA	NA	producer,writer,miscellaneous	tt5615840,tt0072562,tt5861616,tt6461726
nm4613649	Ruby D. Litteer	NA	NA	writer	tt0062568
nm4657658	Russell Lynes	NA	NA	writer,actor	tt0044284,tt0040057
nm4674057	Dan Bulla	NA	NA	writer,producer,actor	tt5893332,tt1618434,tt4769836,tt2479478
nm4701911	Theodore Bawer	1920	2000	writer	tt0040051
nm4721827	Ray Mathew	1929	2002	writer	tt0067711
nm4751849	John Williard	NA	NA	writer	tt0959862
nm4768462	Denis Green	NA	NA	writer	tt0043228,tt0041061,tt0042141
nm4794864	S.I. Abelow	NA	NA	writer	tt0441950
